#CODE;;;;;;;;;;;;;;x
CB_NAME_DISMANTLE_MEGA_EMPIRE;Dismantle the threat of [Recipient.PrimaryTitle.GetFullName];;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;
WAR_NAME_DISMANTLE_MEGA_EMPIRE;War to Dismantle the threat of [Recipient.PrimaryTitle.GetFullName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;
dismantle_mega_empire_success_tt;[This.GetTitledName] will have [This.GetHerHis] Empire dismantled.;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;
skirmisher_guard;Skirmisher Guard;;;;;;;;;;;;;x
heavy_infantry_guard;Heavy Infantry Guard;;;;;;;;;;;;;x
spear_guard;Spear Guard;;;;;;;;;;;;;x
light_cavalry_guard;Light Cavalry Guard;;;;;;;;;;;;;x
heavy_cavalry_guard;Heavy Cavalry Guard;;;;;;;;;;;;;x
ranged_guard;Ranged Guard;;;;;;;;;;;;;x
skirmisher_guard_desc;Equipped with Slings, Javalins and Axes, this guard allows the general to better command Skirmishers by integrating into their structure.;;;;;;;;;;;;;x
heavy_infantry_guard_desc;Equipped with Heavy Armour and weapons, this guard allows the general to better command Heavy Infantry by integrating into their structure.;;;;;;;;;;;;;x
spear_guard_desc;Equipped with Light Armour and Spears, this guard allows the general to better command Spear troops by integrating into their structure.;;;;;;;;;;;;;x
light_cavalry_guard_desc;Equipped with Light Armour and fast Mounts, this guard allows the general to better command Light Cavalry by integrating into their structure.;;;;;;;;;;;;;x
heavy_cavalry_guard_desc;Equipped with Heavy Armour and Large Mounts, this guard allows the general to better command Heavy Cavalry by integrating into their structure.;;;;;;;;;;;;;x
ranged_guard_desc;Equipped with Bows, Guns or Crossbows, this guard allows the general to better command Ranged troops by integrating into their structure.;;;;;;;;;;;;;x
FEUDAL_ART_RET_1;Heavy Artillery;;;;;;;;;x
heavy_artillery;Heavy Artillery;;;;;;;;;x
heavy_artillery_offensive;Heavy Artillery Offensive;;;;;;;;;x
heavy_artillery_defensive;Heavy Artillery Defensive;;;;;;;;;x
heavy_artillery_morale;Heavy Artillery Morale;;;;;;;;;x
FEUDAL_PRESTIGE_RET_1;Super Heavy Noble Infantry;;;;;;;;;x
superheavy_infantry;Super Heavy Noble Infantry;;;;;;;;;x
superheavy_infantry_offensive;Super Heavy Noble Infantry Offensive;;;;;;;;;x
superheavy_infantry_defensive;Super Heavy Noble Infantry Defensive;;;;;;;;;x
superheavy_infantry_morale;Super Heavy Noble Infantry Morale;;;;;;;;;x
title_master_of_the_audit;Master of the Audit;;;;;;;;;x
title_master_of_the_audit_desc;The master of the audit is tasked with supervising all areas of government, and bringing any acts of corruption they detect to light. It is a position of great trust, since nobody audits the master of the audit...;;;;;;;;;x
choose_skirmisher_guard;Choose a Skirmisher Guard;;;;;;;;;;;;;x
choose_skirmisher_guard_descI shall take a Skirmisher guard to accompany me into battle;;;;;;;;;;;;;x
choose_heavy_infantry_guard;Choose a Heavy Infantry Guard;;;;;;;;;;;;;x
choose_heavy_infantry_guard_desc;I shall take a Heavy Infantry guard to accompany me into battle;;;;;;;;;;;;;x
choose_spear_guard;Choose a Spear Guard;;;;;;;;;;;;;x
choose_spear_guard_desc;I shall take a Spear guard to accompany me into battle;;;;;;;;;;;;;x
choose_light_cavalry_guard;Choose a Light Cavalry Guard;;;;;;;;;;;;;x
choose_light_cavalry_guard_desc;I shall take a Light Cavalry guard to accompany me into battle;;;;;;;;;;;;;x
choose_heavy_cavalry_guard;Choose a Heavy Cavalry Guard;;;;;;;;;;;;;x
choose_heavy_cavalry_guard_desc;I shall take a Heavy Cavalry guard to accompany me into battle;;;;;;;;;;;;;x
choose_ranged_guard;Choose a Ranged Guard;;;;;;;;;;;;;x
choose_ranged_guard_desc;I shall take a ranged guard to accompany me into battle;;;;;;;;;;;;;x
snowblockspasses_modifier;Snowstorms blocking mountain passes;;;;;;;;;x
EVTDESCA_EDU_2;I have been observing my ward [From.GetName] recently, and I have noticed that [From.GetSheHe] has been getting into the same kind of interests as me. Should I do something about this?;;;;;;;;;;;;;x
EVTOPTA_EDU_2;There's no need for that.;;;;;;;;;;;;;x
EVTOPTB_EDU_2;Try to get [From.GetHerHim] to stop.;;;;;;;;;;;;;x
child_lifestyle_no_intervention;Your ward will pick up one of your lifestyles.;;;;;;;;;;;;;x
child_lifestyle_intervention;You will try to stop your ward from picking up one of your hobbies, though you are not guaranteed to succeed.;;;;;;;;;;;;;x
EVTDESCA_EDU_3;Recently I have gained interest in one of [Educator.GetTitledFirstName]'s hobbies. Though a small occupation at first, I feel like I could do this for the rest of my life.;;;;;;;;;;;;;x
EVTOPTA_EDU_3;The castle has never been this efficient before!;;;;;;;;;;;;;x
EVTOPTB_EDU_3;So the difference between a trebuchet and a catapult is...;;;;;;;;;;;;;x
EVTOPTC_EDU_3;My sword is an extension of my arm.;;;;;;;;;;;;;x
EVTOPTD_EDU_3;Now what is this 'En passant'...;;;;;;;;;;;;;x
EVTOPTE_EDU_3;There's nothing better than to see your work bear fruits.;;;;;;;;;;;;;x
EVTOPTF_EDU_3;Nobody throws parties better than me!;;;;;;;;;;;;;x
EVTOPTG_EDU_3;It is not about efficiency, but the thrill of the hunt.;;;;;;;;;;;;;x
EVTOPTH_EDU_3;it is amazing how much the human body can endure...;;;;;;;;;;;;;x
EVTOPTI_EDU_3;Better to stab someone in the back than be the one stabbed.;;;;;;;;;;;;;x
EVTOPTJ_EDU_3;The best kind of knowledge is the hidden one.;;;;;;;;;;;;;x
EVTOPTK_EDU_3;The pen is mighter than the sword.;;;;;;;;;;;;;x
EVTOPTL_EDU_3;I wonder what my friends are up to...;;;;;;;;;;;;;x
EVTOPTM_EDU_3;So Knights are good at flanking, but Spearmen are..;;;;;;;;;;;;;x
EVTOPTN_EDU_3;Truth is revealed in [Root.Religion.GetScriptureName].;;;;;;;;;;;;;x
EVTOPTO_EDU_3;Roses are red, violets are blue...;;;;;;;;;;;;;x
EVTOPTP_EDU_3;Good thing I like rabbit!;;;;;;;;;;;;;x
EVTOPTQ_EDU_3;My head hurts....;;;;;;;;;;;;;x
EVTOPTR_EDU_3;I have gained a distaste for meat.;;;;;;;;;;;;;x
EVTOPTS_EDU_3;Fish fear me, no beast dare make a sound in my presence.;;;;;;;;;;;;;x
EVTOPTT_EDU_3;So that's how you get girls to like you!;;;;;;;;;;;;;x
EVTOPTU_EDU_3;So that's how you get boys to like you!;;;;;;;;;;;;;x
disloyal_vassal;Disloyal Vassal;;;;;;;;;;;;;x
disloyal_vassal_desc;This is one seriously perturbed vassal.;;;;;;;;;;;;;x
healthy_vassal;Healthy Vassal;;;;;;;;;;;;;x
healthy_vassal_desc;This character is the very aspect of healthy living.;;;;;;;;;;;;;x
cheat_leadership;Outstanding Leader;;;;;;;;;;;;;x
cheat_leadership_desc;This character is a true war master!;;;;;;;;;;;;;x
ethiopian_imperial_government_FEATURES;§Y*§! This government is §MBureaucratic§! and thus can either §Gbenefit from an efficient bureaucracy§! if the ruler and councillors are talented and virtuous or §Rsuffer from a corrupt bureaucracy§! if the ruler and councillors are inept and sinful(if fitna fracture is enabled);;;;;;;;;x
ethiopian_imperial_government;Fetha Nägäst;;;;;;x
ethiopian_imperial_government_desc;The Fetha Nägäst or "Law of Kings" is the Ethiopian legal code, written long before the Event and based largely on ancient Byzantine law, albeit with greater focus on ecclesiastical law and monastic towns. The Imperial family holds great influence over the Empire, the successor being elected by Councilors and Commanders from among the ruling dynasty.;;;;;;x
t_buff_provinces;Buff Provinces;;;;;;;;;;;;;x
t_buff_provinces_desc;Buffs all provinces within your realm.;;;;;;;;;;;;;x
t_buff_provinces_off;Remove Province Buffs;;;;;;;;;;;;;x
t_buff_provinces_off_desc;Removes all Province and Holding buffs granted by this cheat.;;;;;;;;;;;;;x
t_buff_provinces_ai;AI Vassal Buff Provinces;;;;;;;;;;;;;x
t_buff_provinces_ai_desc;Buffs all provinces within your realm, including vassals.;;;;;;;;;;;;;x
t_buff_provinces_ai_off;Remove AI Province Buffs;;;;;;;;;;;;;x
t_buff_provinces_ai_off_desc;Removes all Province and Holding buffs granted by this cheat to AI Vassals.;;;;;;;;;;;;;x
t_cheat_menu;Activate the Cheat Menu;;;;;;;;;;;;;x
t_heal_menu;Activate the Heal Menu;;;;;;;;;;;;;x
t_trait_menu;Activate the Trait Menu;;;;;;;;;;;;;x
t_quick_menu;Quick Buff;;;;;;;;;;;;;x
t_boost_menu;Boost to low currency;;;;;;;;;;;;;x
t_create_men;Create a male character;;;;;;;;;;;;;x
t_create_women;Create a female character;;;;;;;;;;;;;x
t_create_child;§R(Cheat)§! Create a Child;;;;;;;;;;;;;x
t_create_child_desc;Create a child of your dynasty.;;;;;;;;;;;;;x
t_pollinate_ai_2;§R(Cheat)§! Force Pregnation;;;;;;;;;;;;;x
t_pollinate_ai_2_desc;Forces them to have children with their spouse, you must continue your dynasty!;;;;;;;;;;;;;x
t_cheat_make_ally;§R(Cheat)§! Form an Alliance;
t_cheat_make_ally_desc;Forms an Alliance between [From.GetBestName] and [Root.GetBestName];;;;;;;;;;;;;x
t_raise_noble;§R(Cheat)§! Raise to Nobility;;;;;;;;;;;;;x
t_raise_noble_desc;Raises the target character to the status of nobility, granting them a dynasty;;;;;;;;;;;;;x
t_adopt_spouse_ai;§R(Cheat)§! Adopt with Spouse Dynasty;;;;;;;;;;;;;x
t_adopt_spouse_ai_desc;Adopts the character with spouses dynasty.  You must not let them fall!;;;;;;;;;;;;;x
t_independent_ai;§R(Cheat)§! Grant Independence;;;;;;;;;;;;;x
t_independent_ai_desc;Make [Root.GetBestName] independent. [Root.GetSheHe] will be a free [Root.GetTitle]!;;;;;;;;;;;;;x
tooltip_cheat_independent;§Y[Root.GetBestName]§! will be granted independence from [Root.GetHerHis] liege §Y[Root.Liege.GetBestName]§!;;;;;;;;;;;;;x
t_cheat_abdicate_target;§R(Cheat)§! Abdicate To;;;;;;;;;;;;;x
t_cheat_abdicate_target_desc;[From.GetBestName] will abdicate to [Root.GetBestName];;;;;;;;;;;;;x
tooltip_cheat_abdicate_to;[From.GetBestName] will abdicate to [Root.GetBestName];;;;;;;;;;;;;x
t_cheat_abdicate_self;§R(Cheat)§! Abdicate;;;;;;;;;;;;;x
t_cheat_abdicate_self_desc;[From.GetBestName] will abdicate to their heir.;;;;;;;;;;;;;x
tooltip_cheat_abdicate;[From.GetBestName] will abdicate to their heir.;;;;;;;;;;;;;x
cheat_art_take_pris_dec;§R(Cheat)§! Take Artifacts;;;;;;;;;;;;;x
cheat_art_take_pris_dec_desc;[From.GetBestName] will take any artifacts owned by [Root.GetBestName];;;;;;;;;;;;;x
t_cheat_title_usurp;§R(Cheat)§! Usurp Title;;;;;;;;;;;;;x
t_cheat_title_usurp_desc;Usurp §Y[Root.GetName] §! PROVID: §R[Root.GetID]§!;;;;;;;;;;;;;x
tooltipcheatusurp;[From.GetBestName] will Usurp §Y[Root.GetName] §! PROVID: §R[Root.GetID]§! from [Root.Holder.GetBestName];;;;;;;;;;;;;x
TOOLTIPmake_noble;[Root.GetTitledFirstName] is given a new house name and a coat of arms\n;;;;;;;;;;;;;x
TOOLTIPHIP_REMOVELAWCD;[Root.GetTitledFirstName] will be allowed to change laws again.;;;;;;;;;;;;;x
TOOLTIPHIP_REMOVEHWCD;[Root.GetTitledFirstName] will be allowed to declare special wars again.;;;;;;;;;;;;;x
t_create_army;Spawn a Army;;;;;;;;;;;;;x
t_create_fleet;Spawn a Fleet;;;;;;;;;;;;;x
t_cheat_menu_desc;Opens the Cheat Menu for your character.;;;;;;;;;;;;;x
t_heal_menu_desc;Opens the Healer for your character;;;;;;;;;;;;;x
t_trait_menu_desc;Opens the Trait Menu for your character;;;;;;;;;;;;;x
t_quick_menu_desc;Some times you just need a quick buff!;;;;;;;;;;;;;x
t_boost_menu_desc;Only meant to be used when you are low on one or the other. Use the currency menu if you just want more.;;;;;;;;;;;;;x
t_cheat_toggle;Toggle decision list;;;;;;;;;;;;;x
t_cheat_toggle_desc;Toggle the decision list for your convenience.;;;;;;;;;;;;;x
t_cheat_right_toggle;Toggles Click menu;;;;;;;;;;;;;x
t_cheat_right_toggle_desc;Toggles the Right+click menus for you and everyone else. Helps avoid cluttering;;;;;;;;;;;;;x
t_create_men_desc;Creates a male character.;;;;;;;;;;;;;x
t_create_women_desc;Creats a woman for marriage... or other things.;;;;;;;;;;;;;x
t_create_army_desc;Choose to spawn a varied amount of troops at your Capital. These are 'special' troops, they shouldn't cost money.;;;;;;;;;;;;;x
t_create_fleet_desc;Creates a fleet of 200 vessals in the closest owned sea worthy province to your capital.;;;;;;;;;;;;;x
t_cheat_health;Healthy Vassals?;;;;;;;;;;;;;x
t_cheat_health_desc;Find out who has the Healthy Vassal trait.;;;;;;;;;;;;;x
t_cheat_loyalv;Loyal Vassals?;;;;;;;;;;;;;x
t_cheat_loyalv_desc;Find out who has the Loyal Vassal trait.;;;;;;;;;;;;;x
t_cheat_heal_dyn;Heal Dynasty Members!;;;;;;;;;;;;;x
t_cheat_heal_dyn_desc;This is only possible when one is injured or sick, it does not remove other traits;;;;;;;;;;;;;x
t_cheat_vas_ai;§R(Cheat)§! Cheat Traits;;;;;;;;;;;;;x
t_cheat_vas_ai_desc;Toggles cheat traits, such as Healthy Vassal.;;;;;;;;;;;;;x
t_cheat2_vas_ai;§R(Cheat)§! More Cheat Traits;;;;;;;;;;;;;x
t_cheat2_vas_ai_desc;Toggles cheat traits, such as Popular priest;;;;;;;;;;;;;x
t_cheat3_vas_ai;§R(Cheat)§! ATC1 Cheats;;;;;;;;;;;;;x
t_cheat3_vas_ai_desc;Toggles additional target cheats (ATC), includes Priest and Strong/Genius buffs.;;;;;;;;;;;;;x
t_cheat4_vas_ai;§R(Cheat)§! ATC2;;;;;;;;;;;;;x
t_cheat4_vas_ai_desc;Toggles additional target cheats (ATC), includes stewardship and martial buffs.;;;;;;;;;;;;;x
t_cheat_favor;§R(Cheat)§! Gain Favor;;;;;;;;;;;;;x
t_cheat_favor_desc;Gain favor with [Root.GetBestName];;;;;;;;;;;;;x
t_reg1_vas_ai;§R(Cheat)§! Educational Traits;;;;;;;;;;;;;x
t_reg1_vas_ai_desc;Traits include Intrigue, Learning, and Marshal education.;;;;;;;;;;;;;x
t_reg2_vas_ai;§R(Cheat)§! More Educational Traits;;;;;;;;;;;;;x
t_reg2_vas_ai_desc;Traits include Stewardship, and Diplomacy education.;;;;;;;;;;;;;x
t_heal_vas_ai;§R(Cheat)§! Heal Them;;;;;;;;;;;;;x
t_heal_vas_ai_desc;Beacons a Doctor with god like abilities.;;;;;;;;;;;;;x
t_invite_court_ai;§R(Cheat)§! Move to Court;;;;;;;;;;;;;x
t_invite_court_ai_desc;Moves them to your court, so long as they are unlanded;;;;;;;;;;;;;x
t_legitimize_ai;§R(Cheat)§! Legitimize Them!;;;;;;;;;;;;;x
t_legitimize_ai_desc;Sometimes you marry a bastard who would better suit you legitimized.;;;;;;;;;;;;;x
t_adopt_ai;§R(Cheat)§! Adopt Them;;;;;;;;;;;;;x
t_adopt_ai_desc;Adopt them, and make them part of your dynasty, this will also adopt their children, and any of their children.;;;;;;;;;;;;;x
t_cheat_make_friend;§R(Cheat)§! Befriend Them;;;;;;;;;;;;;x
t_cheat_make_friend_desc;[From.GetFirstName] will befriend [This.GetFirstName], making [This.GetHerHim] one of your best friends.;;;;;;;;;;;;;x
t_cheat_make_spouse;§R(Cheat)§! Make Spouse;;;;;;;;;;;;;x
t_cheat_make_spouse_desc;[This.GetFirstName] will become the spouse of [From.GetFirstName]. If [From.GetFirstName] is a §Yfemale§!, it will become a §Ymatrilineal§! marriage;;;;;;;;;;;;;x
t_cheat_indebted_servent;§R(Cheat)§! Indebted Servant;;;;;;;;;;;;;x
t_cheat_indebted_servent_desc;[This.GetFirstName] will be an indebted servant of [From.GetFirstName] for ten years. During that time [This.GetFirstName] will have a hard time saying no to any requests from [From.GetFirstName].;;;;;;;;;;;;;x
t_imprison_ai;§R(Cheat)§! Imprison Them;;;;;;;;;;;;;x
t_imprison_ai_desc;Need them closer to you? Like in your dungeon closer? Hire the most effective thugs to abduct them and bring them directly to your dungeons.;;;;;;;;;;;;;x
t_pollinate_ai;§R(Cheat)§! Have Child With Them;;;;;;;;;;;;;x
t_pollinate_ai_desc;You will seduce them with your wiles and new life will form;;;;;;;;;;;;;x
t_pollinate_ai_3;§R(Cheat)§! Have Secret Child With Them;;;;;;;;;;;;;x
t_pollinate_ai_3_desc;You will seduce them with your wiles and new life will form, none the wiser will be the onlookers.;;;;;;;;;;;;;x
scm_force_divorce;§R(Cheat)§! Divorce;;;;;;;;;;;;;x
scm_force_divorce_desc;§Y[From.GetBestName]§! will divorce §Y[ROOT.GetName]§! from [ROOT.GetHersHis] Spouse.;;;;;;;;;;;;;x
chforcedivorce;Divorce;;;;;;;;;;;;;x
cheat_artifact_take;§R(Cheat)§! Take Artifacts;;;;;;;;;;;;;x
cheat_artifact_take_desc;Take an artifact from §Y[This.GetBestName]§!.;;;;;;;;;;;;;x
t_kill_ai;§R(Cheat)§! Kill Them;;;;;;;;;;;;;x
t_kill_ai_desc;Call forth the most effective assassins in all of the world. None can escape their grasp, and none shall know who pointed the way.;;;;;;;;;;;;;x
t_cheat_titles;§R(Cheat)§! Usurp Titles;;;;;;;;;;;;;x
t_cheat_titles_desc;[From.GetFirstName] will usurp all of [This.GetFirstName]'s titles. [This.GetFirstName] will still have claims on said tiles.;;;;;;;;;;;;;x
t_cheat_claims;§R(Cheat)§! Remove Claims;;;;;;;;;;;;;x
t_cheat_claims_desc;[This.GetFirstName] will renounce all claims on titles in your direct demesne, but will retain [This.GetHerHis] claims on other titles not within your demesne.;;;;;;;;;;;;;x
t_clean_provinces;Clean Provinces;;;;;;;;;;;;;x
t_clean_provinces_desc;Cleans the province baronies of negative modifiers like Looted or New Administration.;;;;;;;;;;;;;x
t_prosp_provinces;Enable Auto-Prosper;;;;;;;;;;;;;x
t_prosp_provinces_desc;Enables Automatic Prosperity for all your provinces, only yours.;;;;;;;;;;;;;x
t_prosp_provinces_off;Disable Auto-Prosper;;;;;;;;;;;;;x
t_prosp_provinces_off_desc;Disables Automatic Prosperity for all your provinces;;;;;;;;;;;;;x
t_buff_d_provinces;Auto-Disease Resistant;;;;;;;;;;;;;x
t_buff_d_provinces_desc;Enables the automatic Disease Resistant buff;;;;;;;;;;;;;x
t_buff_d_provinces_off;Disable Auto-Disease Resistant;;;;;;;;;;;;;x
t_buff_d_provinces_off_desc;Disables the automatic Disease Resistant buff;;;;;;;;;;;;;x
t_cheat_toggle_heal;Toggle Auto-Dynastic Healing;;;;;;;;;;;;;x
t_cheat_toggle_heal_desc;Toggles on, or off, the automatic healing of your dynasty;;;;;;;;;;;;;x
cheat_enforce_peace_off;Toggle off Enforced Peace;;;;;;;;;;;;;x
cheat_enforce_peace_on;Toggle on Enforced Peace;;;;;;;;;;;;;x
t_cheat_enforce_peace;Toggle Enforced Peace;;;;;;;;;;;;;x
t_cheat_enforce_peace_desc;Read Tooltip to see if it's toggled off or on;;;;;;;;;;;;;x
t_cheat_toggle_dead_flag_o;Add Dead Flag;;;;;;;;;;;;;x
t_cheat_toggle_dead_flag_o_desc;Adds a flag to your character to be used with modify.2 on another character to create a legitimate bastard child of their dynasty, or modify.3 to be come a child of the character. Useful for reviving dynasties;;;;;;;;;;;;;x
cheat.bastardfatherheirs;§M[This.GetFullName]§! \n (ID: §G[This.GetID]§! ) is the §R[This.GetSonDaughter]§! of: \n §Y[Root.GetDynName]§! , and §Y[This.Mother.GetDynName]§!;;;;;;;;;;;;;x
cheat_pillage_settlement;Freely Pillage Settlement;;;;;;;;;;;;;x
cheat_pillage_settlement_desc;Freely pillage the settlement without having to wait. The Mongolians didn't stop in Baghdad;;;;;;;;;;;;;x
t_destroy_holding;Destroy This Settlement;;;;;;;;;;;;;;x
t_destroy_holding_desc;Destroy this settlement to make room for grander things.;;;;;;;;;;;;;;x
t_convert_tribal;§R(Cheat)§! Convert to Tribal;;;;;;;;;;;;;;x
t_convert_tribal_desc;Converts §Y[Root.GetName]§! to a tribal settlement. PROVID: §R[Root.GetID]§!;;;;;;;;;;;;;;x
t_convert_temple;§R(Cheat)§! Convert to a Temple;;;;;;;;;;;;;;x
t_convert_temple_desc;Converts §Y[Root.GetName]§! to a Temple settlement. PROVID: §R[Root.GetID]§!;;;;;;;;;;;;;;x
t_convert_castle;§R(Cheat)§! Convert to a Castle;;;;;;;;;;;;;;x
t_convert_castle_desc;Converts §Y[Root.GetName]§! to a Castle settlement. PROVID: §R[Root.GetID]§!;;;;;;;;;;;;;;x
t_convert_city;§R(Cheat)§! Convert to a City;;;;;;;;;;;;;;x
t_convert_city_desc;Converts §Y[Root.GetName]§! to a City settlement. PROVID: §R[Root.GetID]§!;;;;;;;;;;;;;;x
obj_cheat_religion_desc;[This.GetTitledFirstName] would like to see his religion at its peak with cheats.;;;;;;;;;;;;x
obj_cheat_religion_title;Raise Religious Authority;;;;;;;;;;;;x
t_cheat_trait_manage;Find Traits;;;;;;;;;;;;;x
t_cheat_trait_manage_desc;Find out who has custom traits.;;;;;;;;;;;;;x
t_main_menu;Main Menu;;;;;;;;;;;;;x
t_main_menu_desc;Toggles the Main Menu for ease of access.;;;;;;;;;;;;;x
t_crown_law;TEST: Crown Laws;;;;;;;;;;;;;x
t_crown_law_desc;Because you don't care what your vassals want.;;;;;;;;;;;;;x
